Course Reference Number,Skill Title,Course Title,About This Course,What You'll Learn,skill_lower,Sector Relevance,proficiency_level,reason,confidence,proficiency_level_rac_chart,reason_rac_chart,confidence_rac_chart
TGS-2019504390,Standard Operating Procedures Development,Security Operation Compliance (Perform Security Operations Within Legal Framework),"This course aims to equip participants with the abilities and knowledge as a security officer,to perform security operations within legal framework. Topics include:_x000D_
- Identify roles and responsibilities of a Security Officer_x000D_
- Comply with security services contract_x000D_
- Understanding of Security Officerâ€™s rights and responsibilities at work","This course consists of the following topics:_x000D_
1. Identify roles and responsibilities of a Security Officer_x000D_
2. Comply with security services contract_x000D_
3. Understanding of Security Officerâ€™s rights and responsibilities at work",standard operating procedures development,In Sector,0,"The course focuses on compliance and understanding roles, not on developing or updating SOPs.",high,0.0,"The course content focuses on the roles, responsibilities, and legal framework for security officers, which does not align with the knowledge and abilities required for standard operating procedures development as defined in the Knowledge Base.",high
TGS-2019504950,Aircraft Cruise Operations,Perform Basic Safety Practices and Documentation (SF),"This unit looks at the process of performing basic aircraft safety practices and documentation. Topics covered include practising environment, health, general safety at workplace, practising 5S, applying trade practices in appropriate use of basic tools and equipment, identifying and using appropriate aircraft hardware and materials, checking and signing aircraft documentation in compliance with airworthiness requirements.","This unit looks at the process of performing basic aircraft safety practices and documentation. Topics covered include practising environment, health, general safety at workplace, practising 5S, applying trade practices in appropriate use of basic tools and equipment, identifying and using appropriate aircraft hardware and materials, checking and signing aircraft documentation in compliance with airworthiness requirements.",aircraft cruise operations,In Sector,0,"The course focuses on basic safety practices and documentation, not on aircraft cruise operations.",high,0.0,"The course content focuses on basic safety practices and documentation, which does not align with the advanced knowledge and abilities required for aircraft cruise operations at proficiency levels 4 or 5 as defined in the Knowledge Base.",high
TGS-2020510912,Food And Beverage Services,MLC - Analytics for Hospitality Professionals,"(Note: Please DO NOT click on the blue button above to apply. To apply, please 'Read more from training partner website' to proceed) Short of time? Lack of know-how? What if there is a convenient way you can share operational data with your team conveniently and seek actionable insights on these data rapidly? This is a micro-learning online course that caters especially to busy hospitality professionals at operational level. It covers an analytics tool that enables you to create reports that can communicate their operational data clearly, easily and rapidly. You will learn through examples how to drill through and derive actionable insights on these data.","At the end of the course, you will have fundamental knowledge on basic hotel operations and concepts of data analysis as well as its application in the context of hospitality industry.",food and beverage services,In Sector,0,"The course focuses on data analytics for hospitality, not directly on Food and Beverage Services.",high,0.0,The course content focuses on analytics for hospitality professionals and does not provide specific training or knowledge related to food and beverage services as defined in the Knowledge Base.,high
TGS-2021007430,Aircraft Dispatch,Aircraft Maintenance Practices (in MC in Aircraft Maintenance in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject will equip students with the theoretical knowledge in aviation maintenance practices. The topics include safety practices on aircraft, hangar and workshop facilities, basic tools usage, and interpretation of engineering drawings as well as aviation hardware technology. Students will also be introduced to the fundamental maintenance procedures of aircraft weight and balance, aircraft handling and storage, aircraft inspection and repair techniques.",aircraft dispatch,In Sector,0,"The course focuses on maintenance practices, not on dispatch procedures or decision-making for dispatch issues.",high,0.0,"The course content provided does not include specific details or advanced topics related to aircraft dispatch procedures, documentation, weather conditions, fuel requirements, or flight planning. The focus is on basic maintenance practices, safety, tools usage, and fundamental knowledge in various areas relevant to aircraft maintenance.",high
TGS-2021007432,Aircraft Dispatch,Aircraft Materials and Hardware (in MC in Aircraft Maintenance in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject equips students with the knowledge of the materials and hardware used in the construction, maintenance and repair of aircraft. The content on aircraft materials covers the characteristics, properties and identification of ferrous, non-ferrous metals and alloys such as aluminium, steel, magnesium and titanium as well as non-metallic composites. The subject also covers corrosion recognition, prevention and control while the content on hardware includes fastening and locking devices, piping and transmission hardware and flexible control cables.",aircraft dispatch,In Sector,0,"The course focuses on materials and hardware, not on dispatch procedures or decision-making for flight dispatch.",high,0.0,"The course content provided does not directly relate to the skill of aircraft dispatch. The course focuses on materials and hardware used in aircraft construction, maintenance, and repair, which does not encompass the knowledge and abilities required for aircraft dispatch as defined in the Knowledge Base.",high
TGS-2021007435,Airside Operations Management,Project Management (in MC in Aviation Management & Safety in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject introduces the important aspects of planning various activities for a project, allocating necessary resources, costing, and implementing and controlling the progress of the project until completion. The Standard Project Management software package is also used in the subject to enhance student learning.",airside operations management,In Sector,0,"The course focuses on project management and aviation fundamentals, not specifically on airside operations management.",high,0.0,"The course content provided does not explicitly cover airside operations management. It focuses on project management skills, aviation human factors, aviation legislation, and other technical aspects related to aircraft maintenance and operations. There is no direct mention of airside operations management or related skills.",high
TGS-2021007435,Aircraft Dispatch,Project Management (in MC in Aviation Management & Safety in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject introduces the important aspects of planning various activities for a project, allocating necessary resources, costing, and implementing and controlling the progress of the project until completion. The Standard Project Management software package is also used in the subject to enhance student learning.",aircraft dispatch,In Sector,0,"The course focuses on project management and aviation fundamentals, not specifically on aircraft dispatch skills.",high,0.0,"The course content provided does not explicitly cover the detailed knowledge and abilities associated with aircraft dispatch as defined in the Knowledge Base. The focus is more on project management skills and aviation-related knowledge, but not specifically on the dispatch procedures and requirements.",low
TGS-2021007436,Aircraft Dispatch,Lean Processes (in MC in Aviation Management & Safety in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject introduces the principles of lean tools and techniques to eliminate waste, manage inventory and improve product flow in an aircraft maintenance, repair, and overhaul (MRO) organisation. Key concepts such as 6S, just-in-time (JIT), and process management prepare graduates to work effectively in the aircraft MRO environment.",aircraft dispatch,In Sector,0,"The course focuses on lean processes in MRO, not on flight dispatch procedures or decision-making.",high,0.0,"The course content provided does not explicitly cover the detailed knowledge and abilities associated with aircraft dispatch as defined in the Knowledge Base. The focus is more on lean processes, aviation human factors, legislation, project management, thermodynamics, fluid mechanics, airframe structures, aerodynamics, flight controls, and electrical and electronics systems.",high
TGS-2021007437,Aircraft Dispatch,Computer-Aided Design (in MC in Aircraft Maintenance in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","Engineering drawing is an essential part of engineering design in most engineering curriculum. This subject will introduce students to the engineering drawing techniques, projection views presentation principles, engineering drawing interpretation techniques and also preparation of two-dimensional mechanical engineering drawings using PC-based CAD software. General methods of dimensioning and tolerancing according to international and local standards will also be introduced.",aircraft dispatch,In Sector,0,"The course focuses on engineering drawing and CAD, not on flight dispatch procedures or decision-making.",high,0.0,"The course content provided does not directly relate to the skill of aircraft dispatch. The course focuses on engineering drawing techniques, projection views, and CAD software, which are not directly relevant to the knowledge and abilities required for aircraft dispatch as defined in the Knowledge Base.",high
TGS-2021007438,Aircraft Dispatch,Modular Certificate in Aircraft Propulsion (in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","After completing this certificate Modular, students will gain fundamental knowledge in thermodynamics, fluid mechanics and the different constructions and working principles of aircraft gas turbine engines.",aircraft dispatch,In Sector,0,"The course focuses on fundamental knowledge in aircraft propulsion, not specific to flight dispatch procedures or decision-making.",high,0.0,"The course content focuses on fundamental knowledge in thermodynamics, fluid mechanics, and aircraft gas turbine engines, which does not directly relate to the advanced knowledge and abilities required for aircraft dispatch as defined in the Knowledge Base.",high
TGS-2021007439,Aircraft Dispatch,Gas Turbine Engine (in MC in Aircraft Propulsion in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject equips students with basic working principles of aircraft gas turbine engine and its various sub-systems. Topics covered include thermodynamic cycles, thrust produced by the engine, types of gas turbine engines, engine inlets, compressors, combustion chambers, turbines, and engine starting system.",aircraft dispatch,In Sector,0,"The course focuses on gas turbine engines and related systems, not on flight dispatch procedures or decision-making.",high,0.0,"The course content provided does not explicitly cover the detailed knowledge and abilities required for proficiency levels 4 or 5 in aircraft dispatch as defined in the Knowledge Base. The course focuses on basic principles of gas turbine engines and related systems, which is not sufficient to meet the advanced requirements for aircraft dispatch.",high
TGS-2021007440,Aircraft Dispatch,Fluid Mechanics (in MC in Aircraft Propulsion in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject provides students with a fundamental knowledge in applied mechanics of fluids under incompressible viscous flow condition. It covers fluid properties, fluid statics, fluids in motion, governing equations, flow over immersed bodies, dimensional analysis, energy losses due to friction, minor losses, fluid power circuits and system, flow measurements and aerospace applications.",aircraft dispatch,In Sector,0,"The course focuses on fluid mechanics and aerospace applications, not directly on aircraft dispatch skills.",high,0.0,"The course content provided focuses on fundamental knowledge in fluid mechanics and its applications in aerospace, which does not directly relate to the specific knowledge and abilities required for aircraft dispatch as defined in the Knowledge Base.",high
TGS-2021007441,Aircraft Dispatch,Thermodynamics (in MC in Aircraft Propulsion in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject covers basic concepts of thermodynamics, properties of common substances such as water, air and general working fluids, the first law of thermodynamics and its application to both closed and open systems. Topics include the first law of thermodynamics, properties of liquids and vapours, non-flow processes with steam, steady flow processes with steam, properties of perfect gases, and non-flow processes with perfect gases, second law of thermodynamics and application to heat engines.",aircraft dispatch,In Sector,0,"The course focuses on thermodynamics and related engineering principles, not on aircraft dispatch procedures or decision-making.",high,0.0,"The course content focuses on basic thermodynamics and fluid mechanics, which are not directly related to the skill of aircraft dispatch. The knowledge and abilities required for aircraft dispatch, as defined in the Knowledge Base, involve specific procedures, documentation, and operational considerations that are not covered in this course.",high
TGS-2021007442,Aircraft Dispatch,Modular Certificate in Aircraft Structures (in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This certificate is designed to equip students with basic knowledge in deriving the aircraft structures. The subjects are infused with fundamental concepts of simple statics, methodology in designing members, airframe structures, their construction methods, principles of aerodynamics and flight controls.",aircraft dispatch,In Sector,0,"The course focuses on basic knowledge and principles, not on advanced dispatch analysis or decision-making.",high,0.0,"The course content focuses on basic knowledge and fundamental concepts related to aircraft structures, aerodynamics, flight controls, and aviation-related fields. However, the skill 'aircraft dispatch' requires advanced knowledge and abilities in dispatch procedures, flight planning, weather conditions, and regulatory guidelines, which are not explicitly covered in the course description.",high
TGS-2021007443,Aircraft Dispatch,Basic Aerodynamics (in MC in  Aircraft Structures in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject focuses on the fundamentals of aerodynamics and the principles of flight and control. Topics covered include physics of the atmosphere, aerodynamics, theory of flight, as well as flight stability and dynamics. Students are also provided with a general understanding of the concepts governing high speed flight",aircraft dispatch,In Sector,0,"The course focuses on aerodynamics and flight principles, not on specific dispatch procedures or decision-making skills required for proficiency levels 4 or 5.",high,0.0,"The course content focuses on the fundamentals of aerodynamics, principles of flight and control, and related topics. There is no direct mention of skills or knowledge related to aircraft dispatch procedures, documentation, or flight planning. Therefore, it is not possible to determine an appropriate proficiency level for the skill 'aircraft dispatch' based on the provided information.",high
TGS-2021007445,Aircraft Dispatch,Airframe Structures (in MC in  Aircraft Structures in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject covers the structural and functional aspects of airframe structures, including basic aircraft structural design loads, detailed description of individual airframe components, their method of construction, assembly techniques such as riveting, bolting and common methods of surface protection against corrosion.   The subject also covers composite materials and repair for modern aircraft.",aircraft dispatch,In Sector,0,"The course focuses on airframe structures and related knowledge, not on flight dispatch procedures or decision-making.",high,0.0,"The course content provided does not directly relate to the skill of aircraft dispatch. The focus is on airframe structures, structural design, assembly techniques, and materials, which are not directly relevant to the knowledge and abilities required for aircraft dispatch as defined in the Knowledge Base.",high
TGS-2021007447,Aircraft Dispatch,Electrical Fundamentals (in MC in Avionics Fundamentals in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject provides the students with broad-based knowledge in electrical theories. Topics covered include electron theory, voltage and current sources, different circuit concepts, components, devices and also electrical machines. Students are also provided with the basic analytical skills to solve electrical problems in DC and AC electrical circuits.",aircraft dispatch,In Sector,0,The course focuses on electrical fundamentals and does not cover specific dispatch procedures or decision-making skills required for proficiency levels 4 or 5.,high,0.0,"The course content provided does not directly relate to the skill of aircraft dispatch. The topics covered in the course focus on electrical theories, aviation human factors, legislation, project management, thermodynamics, fluid mechanics, airframe structures, aerodynamics, flight controls, and electrical and electronics knowledge. These areas do not align with the specific knowledge and abilities required for aircraft dispatch as defined in the Knowledge Base.",high
TGS-2021007447,Aircraft Manual Handling,Electrical Fundamentals (in MC in Avionics Fundamentals in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject provides the students with broad-based knowledge in electrical theories. Topics covered include electron theory, voltage and current sources, different circuit concepts, components, devices and also electrical machines. Students are also provided with the basic analytical skills to solve electrical problems in DC and AC electrical circuits.",aircraft manual handling,In Sector,0,The course focuses on electrical fundamentals and does not cover manual handling of aircraft.,high,0.0,"The course content provided does not explicitly cover the skill of aircraft manual handling. The focus is on electrical fundamentals, aviation human factors, legislation, project management, thermodynamics, fluid mechanics, airframe structures, aerodynamics, flight controls, and electrical and electronics knowledge. There is no mention of manual handling of aircraft or related skills.",high
TGS-2021007448,Aircraft Dispatch,Computer Programming (in MC in Avionics Fundamentals in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject introduces students to the process of designing, writing, testing, debugging and maintaining the source code of typical computer programs that are used in modern avionic systems.  A brief introduction to software management control process required for airworthiness of avionic systems will be covered.",aircraft dispatch,In Sector,0,"The course focuses on avionics fundamentals and computer programming, not on specific aircraft dispatch skills.",high,0.0,The course content provided does not explicitly cover the detailed knowledge and abilities associated with aircraft dispatch as defined in the Knowledge Base. The focus is more on computer programming and software management control processes for avionic systems.,low
TGS-2021007448,Aircraft Manual Handling,Computer Programming (in MC in Avionics Fundamentals in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject introduces students to the process of designing, writing, testing, debugging and maintaining the source code of typical computer programs that are used in modern avionic systems.  A brief introduction to software management control process required for airworthiness of avionic systems will be covered.",aircraft manual handling,In Sector,0,"The course focuses on avionics and computer programming, not on manual handling of aircraft.",high,0.0,"The course content provided does not explicitly cover the skill 'aircraft manual handling'. The focus is on computer programming and software management control processes for avionic systems, which does not directly relate to the manual handling of aircraft.",high
TGS-2021007449,Aircraft Dispatch,Electronic Fundamentals (in MC in Avionics Fundamentals in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject introduces and covers the basic electronics theory and fundamentals of semiconductors, servomechanisms, logic circuits, fibre optics, electronic displays, electronic sensitive devices and digital aircraft data buses.  Students are also equipped with the basic analytical skills to identify control systems and troubleshoot synchros issues in servomechanisms.",aircraft dispatch,In Sector,0,"The course focuses on avionics fundamentals and basic electronics, not on the specific skills and knowledge required for aircraft dispatch proficiency levels 4 or 5.",high,0.0,"The course content primarily focuses on basic electronics theory, semiconductors, servomechanisms, logic circuits, fibre optics, electronic displays, electronic sensitive devices, digital aircraft data buses, and basic analytical skills for control systems and troubleshooting. There is no direct mention or sufficient detail related to the specific knowledge and abilities required for aircraft dispatch as defined in the Knowledge Base.",high
TGS-2021007449,Aircraft Manual Handling,Electronic Fundamentals (in MC in Avionics Fundamentals in Part-time Diploma in Engineering (Aerospace)),"Upon graduating from the course, graduates should be able to:_x000D_
â€¢ Demonstrate knowledge that complements their working experience in aircraft maintenance, repair, overhaul, modification and other aviation related fields;_x000D_
â€¢ Understand aviation human factors, aviation legislation, project management skills and lean processes relevant to the aviation industry;_x000D_
â€¢ Understand the application of basic thermodynamics and fluid mechanics to aircraft gas turbine engines;_x000D_
â€¢ Understand the principles used in the design of airframe structures, aerodynamics and flight controls;_x000D_
â€¢ Understand and apply fundamental knowledge in electrical and electronics that are used in aircraft instruments and systems._x000D_
","This subject introduces and covers the basic electronics theory and fundamentals of semiconductors, servomechanisms, logic circuits, fibre optics, electronic displays, electronic sensitive devices and digital aircraft data buses.  Students are also equipped with the basic analytical skills to identify control systems and troubleshoot synchros issues in servomechanisms.",aircraft manual handling,In Sector,0,"The course focuses on fundamental knowledge and basic analytical skills, not on advanced manual handling of aircraft.",high,0.0,"The course content provided does not explicitly cover the operation of aircraft manual controls or the detailed knowledge required for aircraft manual handling as defined in the Knowledge Base. The course focuses on basic electronics theory, semiconductors, servomechanisms, and other related topics, which do not directly align with the skills and knowledge required for aircraft manual handling.",high
TGS-2021007558,Kitchen Production Scheduling,Apron Operations (in MC in Airport Airside Operations in Engineering (Aviation Management)),"In this course, you will learn about:_x000D_
_x000D_
Ground handling operations and management (passengers, ramp& baggage handling services, in-flight catering)_x000D_
_x000D_
Operation and management of modern international airports, (terminal operations, signage systems, contingency planning, airport emergency systems)_x000D_
_x000D_
Airport airside operations (including emergency and safety procedures)_x000D_
_x000D_
Airline operations and management (including its organisational structure and business modelling, route planning, route profitability, air transport agreements and the regulatory framework of the airline industry, airline alliances, fleet and facilities planning, and key performance indicators)_x000D_
","This subject introduces students with an overview and understanding of the key principles and knowledge in operating airport airside operations. It will help to provide studentsâ€™ knowledge such as various functions and areas of the airside in supporting strategic management and operations of airside terminal of an airport. It provides students with the understanding of the essential guidance on best practices, responsibilities and procedures and regulations for safe and efficient operation of airside environment.",kitchen production scheduling,In Sector,0,The course focuses on airport airside operations and does not cover kitchen production scheduling.,high,0.0,"The course content provided does not include specific information related to kitchen production scheduling. The skills and knowledge areas mentioned in the course description are focused on airport operations, ground handling, airline management, and airside operations, which do not directly relate to kitchen production scheduling.",high
TGS-2021007558,Airline Marketing,Apron Operations (in MC in Airport Airside Operations in Engineering (Aviation Management)),"In this course, you will learn about:_x000D_
_x000D_
Ground handling operations and management (passengers, ramp& baggage handling services, in-flight catering)_x000D_
_x000D_
Operation and management of modern international airports, (terminal operations, signage systems, contingency planning, airport emergency systems)_x000D_
_x000D_
Airport airside operations (including emergency and safety procedures)_x000D_
_x000D_
Airline operations and management (including its organisational structure and business modelling, route planning, route profitability, air transport agreements and the regulatory framework of the airline industry, airline alliances, fleet and facilities planning, and key performance indicators)_x000D_
","This subject introduces students with an overview and understanding of the key principles and knowledge in operating airport airside operations. It will help to provide studentsâ€™ knowledge such as various functions and areas of the airside in supporting strategic management and operations of airside terminal of an airport. It provides students with the understanding of the essential guidance on best practices, responsibilities and procedures and regulations for safe and efficient operation of airside environment.",airline marketing,In Sector,0,"The course focuses on airport operations and management, not specifically on airline marketing.",high,0.0,"The course content provided does not explicitly cover airline marketing. It focuses on ground handling operations, airport operations, airside operations, and airline operations and management, but does not mention specific marketing concepts or activities.",high
